ImageId,EncodedPixels
1747f62148a919c8feb6d607faeebdf504b5e2ad42b6b1710b1189c37ebcdb2c,88828 4 89336 13 89846 22 90357 27 90868 29 91379 32 91888 37 92398 41 92908 44 93419 46 93930 49 94441 53 94952 56 95464 57 95975 59 96487 60 96998 62 97510 63 98022 64 98534 65 99045 67 99557 68 100069 68 100581 69 101093 69 101604 71 102116 71 102628 72 103140 72 103652 73 104164 73 104676 73 105188 74 105700 74 106212 74 106725 75 107237 78 107749 84 108261 86 108773 88 109286 88 109798 90 110311 90 110823 91 111336 91 111848 92 112361 92 112873 93 113385 94 113897 95 114410 94 114922 95 115435 95 115948 94 116460 94 116973 94 117486 93 117999 92 118514 90 119028 88 119542 86 120057 26 120086 54 120572 22 120603 49 121092 13 121115 49 121607 9 121628 48 122122 5 122140 48 122653 47 123165 47 123678 46 124190 45 124703 44 125216 43 125729 41 126242 40 126755 38 127267 38 127780 36 128294 34 128807 32 129321 29 129834 27 130347 24 130863 18 131381 5
1747f62148a919c8feb6d607faeebdf504b5e2ad42b6b1710b1189c37ebcdb2c,222516 4 223022 14 223530 19 224041 21 224552 24 225062 28 225573 31 226084 34 226594 37 227105 39 227594 20 227615 41 228104 65 228615 66 229126 68 229637 69 230148 71 230659 72 231170 74 231682 74 232192 76 232703 78 233214 79 233725 80 234236 81 234748 81 235260 81 235772 81 236284 81 236796 81 237308 81 237820 81 238332 81 238843 82 239355 81 239867 81 240379 80 240891 79 241403 78 241915 77 242427 76 242939 73 243451 70 243963 69 244475 68 244987 69 245500 69 246012 69 246525 69 247037 70 247550 69 248063 69 248576 68 249089 68 249602 68 250116 66 250629 65 251143 63 251656 62 252169 60 252682 59 253195 58 253707 57 254220 56 254733 55 255245 54 255758 52 256270 51 256783 49 257296 47 257809 46 258321 45 258834 43 259347 41 259860 39 260373 38 260887 35 261400 33 261915 30 262431 25 262946 21 263462 12
1747f62148a919c8feb6d607faeebdf504b5e2ad42b6b1710b1189c37ebcdb2c,13077 11 13587 17 14098 20 14609 23 15120 26 15631 30 16142 33 16653 36 17165 38 17677 47 18188 50 18700 51 19212 52 19724 52 20236 53 20747 55 21259 55 21771 56 22283 56 22796 55 23308 55 23820 55 24332 55 24845 54 25357 54 25870 53 26384 51 26897 49 27410 48 27924 46 28437 45 28950 43 29464 41 29977 40 30490 38 31003 36 31518 31 32032 28 32546 25 33061 21 33579 13 34095 2
1747f62148a919c8feb6d607faeebdf504b5e2ad42b6b1710b1189c37ebcdb2c,51513 15 52023 20 52534 22 53044 24 53555 26 54066 28 54576 30 55087 32 55598 33 56109 35 56620 37 57130 39 57641 41 58151 43 58662 44 59172 46 59682 49 60193 50 60705 51 61217 52 61729 52 62240 54 62752 54 63264 54 63776 54 64288 54 64799 55 65311 55 65822 57 66333 59 66844 60 67356 61 67867 62 68378 63 68889 64 69401 64 69912 65 70424 65 70935 66 71446 67 71958 67 72469 68 72981 68 73493 68 74005 68 74517 68 75029 68 75541 68 76053 68 76565 68 77077 68 77589 68 78102 67 78614 67 79127 66 79639 66 80152 65 80664 65 81176 65 81688 65 82201 63 82713 63 83225 63 83737 63 84250 62 84763 61 85275 60 85788 59 86301 58 86813 58 87326 57 87839 55 88352 54 88864 54 89377 53 89890 51 90404 49 90917 47 91429 46 91942 44 92457 40 92971 38 93484 36 93997 34 94510 32 95025 28 95538 25 96052 21 96565 18 97079 14 97593 10
1747f62148a919c8feb6d607faeebdf504b5e2ad42b6b1710b1189c37ebcdb2c,252773 3 253283 9 253794 16 254305 19 254817 20 255329 21 255841 23 256353 25 256865 27 257377 28 257888 30 258400 31 258912 32 259424 33 259936 34 260447 35 260959 36 261470 38 261981 39 262493 40 263004 41 263516 41 264028 41 264540 41 265052 41 265564 41 266076 41 266588 41 267100 41 267613 40 268125 40 268637 40 269149 39 269662 38 270174 37 270687 36 271199 36 271712 34 272225 33 272737 33 273250 31 273763 29 274276 28 274788 27 275301 25 275814 23 276327 20 276840 16 277354 3
1747f62148a919c8feb6d607faeebdf504b5e2ad42b6b1710b1189c37ebcdb2c,90514 8 91024 12 91533 16 92042 22 92552 28 93063 32 93575 33 94086 36 94598 37 95110 39 95621 42 96133 42 96645 43 97157 43 97668 44 98180 44 98692 44 99204 45 99715 46 100227 46 100738 47 101249 49 101762 48 102275 47 102788 46 103300 47 103812 47 104325 46 104838 44 105351 43 105863 43 106375 42 106888 41 107400 41 107912 41 108424 41 108936 40 109448 40 109960 40 110472 39 110985 37 111497 34 112009 33 112521 32 113033 32 113546 30 114058 29 114570 28 115083 27 115595 26 116108 24 116621 22 117134 20 117649 17 118165 12 118681 6
1747f62148a919c8feb6d607faeebdf504b5e2ad42b6b1710b1189c37ebcdb2c,179136 16 179641 26 180151 30 180662 32 181174 34 181685 38 182196 41 182708 42 183219 44 183730 46 184242 47 184753 48 185265 49 185777 49 186289 50 186800 51 187312 51 187824 52 188336 52 188848 52 189360 52 189872 52 190385 51 190897 51 191409 51 191922 49 192434 49 192947 48 193460 47 193972 46 194467 4 194483 47 194972 18 194994 47 195481 72 195991 73 196502 74 197013 74 197524 75 198035 75 198546 75 199058 75 199570 74 200082 57 200147 8 200593 57 200663 1 201105 56 201617 57 202129 58 202641 59 203153 60 203664 62 204176 63 204688 64 205200 65 205711 67 206223 68 206735 69 207247 70 207758 72 208270 72 208782 73 209294 74 209806 74 210319 73 210831 74 211344 73 211856 73 212369 72 212881 72 213393 72 213906 71 214419 70 214932 70 215445 69 215958 68 216471 67 216984 66 217498 64 218011 63 218526 60 219040 59 219554 57 220068 54 220581 53 221095 51 221608 50 222120 50 222633 48 223147 46 223661 43 224174 41 224688 39 225202 35 225717 31 226234 5 226244 15 226758 12 227272 9 227786 6
1747f62148a919c8feb6d607faeebdf504b5e2ad42b6b1710b1189c37ebcdb2c,320406 1 320915 5 321426 7 321939 5 322452 4 322966 1
1747f62148a919c8feb6d607faeebdf504b5e2ad42b6b1710b1189c37ebcdb2c,129462 6 129973 9 130482 14 130990 19 131499 24 132010 26 132521 27 133033 28 133544 30 134056 30 134567 32 135079 32 135591 33 136103 33 136615 33 137127 33 137639 33 138151 32 138663 31 139175 30 139687 29 140200 18 140221 5 140712 16 141224 14 141737 12 142249 11 142761 12 143273 13 143785 23 144297 25 144810 26 145320 30 145831 33 146343 35 146854 37 147366 38 147878 41 148389 43 148901 43 149413 44 149924 45 150436 46 150948 46 151460 46 151971 47 152483 48 152995 48 153506 49 154018 49 154530 49 155041 50 155553 50 156065 50 156577 50 157089 50 157601 50 158113 50 158626 49 159138 49 159651 48 160163 48 160676 46 161188 46 161701 45 162214 43 162726 43 163239 41 163752 39 164265 38 164778 36 165291 34 165804 33 166317 31 166830 29 167344 26 167857 24 168370 22 168883 20 169397 15 169912 7
1747f62148a919c8feb6d607faeebdf504b5e2ad42b6b1710b1189c37ebcdb2c,322483 1 322994 2 323506 2 324018 2 324530 2
1747f62148a919c8feb6d607faeebdf504b5e2ad42b6b1710b1189c37ebcdb2c,257497 6 258010 6 258522 6 259034 6 259547 5 260059 5
1747f62148a919c8feb6d607faeebdf504b5e2ad42b6b1710b1189c37ebcdb2c,272358 2 272869 4 273381 4 273894 2 274406 2
1747f62148a919c8feb6d607faeebdf504b5e2ad42b6b1710b1189c37ebcdb2c,187390 1 187899 5 188410 6 188921 7 189431 10 189942 11 190453 12 190964 13 191476 13 191987 14 192498 15 193010 15 193521 16 194033 16 194545 16 195057 16 195569 16 196081 16 196593 16 197106 15 197618 15 198130 15 198643 14 199155 14 199668 13 200181 12 200693 12 201206 11 201718 11 202230 10 202743 9 203255 9 203768 7 204282 4
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,515 1 538 4 1026 8 1043 61 1538 8 1553 64 2050 8 2065 65 2562 8 2576 66 3074 8 3088 66 3586 8 3600 66 4098 9 4111 67 4610 9 4622 68 5122 9 5134 32 5171 32 5634 9 5645 32 5684 31 6146 9 6157 31 6197 30 6658 8 6668 32 6710 30 7170 8 7181 32 7222 30 7682 8 7694 31 7735 29 8194 8 8207 31 8247 30 8706 8 8719 31 8759 30 9218 8 9232 31 9271 31 9730 9 9745 29 9784 30 10242 10 10258 28 10298 27 10754 11 10772 26 10812 24 11266 11 11285 24 11328 19 11778 11 11798 23 11841 18 12290 11 12310 23 12354 16 12802 11 12823 22 12867 16 13315 10 13335 22 13380 15 13827 10 13848 21 13892 15 14339 10 14360 21 14405 14 14851 10 14872 21 14918 13 15363 12 15384 21 15431 11 15875 15 15894 23 15944 9 16387 42 16456 8 16899 41 16969 7 17410 42 17482 6 17922 43 17995 4 18435 42 18509 2 18947 42 19459 43 19971 43 20483 43 20995 44 21507 44 22019 44 22531 44 23043 45 23555 45 24067 45 24580 44 25093 43 25605 44 26117 43 26629 43 27140 43 27652 42 28163 20 28187 18 28676 18 28699 18 29189 16 29212 16 29708 8 29724 14 30222 6 30236 13 30735 5 30749 11 31247 5 31262 9 31758 7 31773 9 32259 1 32269 9 32285 8 32771 7 32779 13 32797 7 33283 23 33308 7 33795 24 33820 5 34307 29 34819 28 35331 27 35843 7 35852 18 36355 6 36365 16 36866 7 36877 16 37378 8 37390 16 37890 8 37903 15 38402 8 38415 15 38914 8 38928 14 39426 8 39441 13 39938 8 39954 10 40450 8 40470 4 40962 9 41474 9 41986 9 42498 10 43010 10 43522 11 44034 13 44546 14 45058 13 45570 12 46082 11 46594 11 47107 9 47619 10 48131 11 48642 12 49154 13 49666 13 50178 14 50690 15 51202 17 51714 18 52226 19 52738 19 53250 20 53762 20 54274 20 54786 21 55298 21 55810 22 56322 22 56834 22 57347 22 57859 22 58371 22 58883 22 59395 21 59907 21 60419 21 60931 21 61443 20 61955 19 62467 19 62979 18 63491 17 64004 15 64517 12 65038 1
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,141334 2 141843 10 142353 16 142863 19 143374 21 143885 23 144396 25 144907 27 145418 29 145930 29 146443 27 146955 24 147468 22 147980 21 148492 21 149005 20 149518 19 150030 18 150543 17 151056 16 151568 17 152080 17 152592 17 153105 16 153617 16 154129 16 154640 17 155152 18 155664 18 156176 18 156688 16 157200 15 157711 16 158223 13 158735 12 159247 12 159759 13 160272 13 160774 1 160784 13 161286 1 161296 14 161797 3 161808 14 162307 5 162320 13 162819 5 162832 13 163331 6 163344 12 163843 6 163855 12 164355 6 164367 12 164867 6 164879 17 165378 7 165390 20 165890 7 165901 36 166402 7 166413 36 166914 7 166924 38 167426 8 167436 37 167938 47 168450 47 168962 47 169474 47 169987 46 170499 46 171011 46 171523 46 172035 46 172547 46 173059 46 173571 7 173579 38 174083 7 174093 12 174109 20 174595 6 174606 10 174623 18 175107 6 175119 1 175136 17 175619 6 175649 15 176131 6 176161 15 176643 6 176673 15 177155 5 177186 14 177667 5 177698 13 178179 5 178210 13 178691 5 178722 13 179203 5 179233 14 179715 5 179745 14 180228 3 180257 14 180742 1 180768 15 181278 16 181778 2 181789 17 182288 8 182299 19 182799 31 183311 30 183823 30 184335 30 184848 28 185361 27 185873 27 186386 25 186898 24 187411 22 187923 21 188436 20 188948 19 189461 16 189973 15 190485 13 190998 11 191510 10 192029 2
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,187396 3 187907 5 188419 6 188930 7 189442 7 189954 7 190466 8 190978 8 191490 9 192002 9 192514 9 193026 10 193538 10 194050 11 194562 11 195074 11 195586 11 196098 11 196610 11 197122 10 197634 9 198146 8 198658 6 199170 5 199682 3 200195 2 200707 1
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,71171 2 71683 3 72195 3 72707 3 73219 2 73731 2 74243 1 74755 1 75267 1 75779 1 76291 1 76803 1 77315 1
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,99331 1 99843 1 100355 1 100867 2 101379 2 101891 2
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,143875 1 144387 1 144899 2 145411 2 145923 1 146435 1
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,149037 2 149547 5 150058 6 150570 7 151082 7 151594 8 152107 8 152620 8 153132 9 153645 9 154157 11 154670 11 155182 12 155695 11 156207 12 156720 11 157232 11 157745 10 158257 10 158770 8 159282 8 159793 8 160305 8 160817 8 161329 7 161841 7 162353 6 162865 6 163377 4 163890 2 164402 2 164914 1
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,148054 4 148564 5 149074 7 149584 9 150094 11 150604 13 151115 14 151626 14 152135 15 152646 15 153157 15 153669 14 154182 10
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,127062 2 127573 4 128084 7 128595 9 129107 10 129620 9 130133 8 130646 7 131159 7 131671 7 132184 7 132696 8 133209 8 133721 9 134233 12 134745 14 135258 13 135771 12 136283 13 136796 12 137309 13 137821 17 138334 25 138847 24 139360 23 139872 23 140385 20 140897 19 141409 18 141921 18 142434 16 142945 16 143457 13 143968 11 144479 11 144990 12 145501 12 146013 10 146525 9 147037 7 147548 7 148060 5
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,129149 6 129661 6 130172 6 130683 7 131195 7 131706 8 132217 9 132728 10 133238 11 133749 12 134260 13 134772 13 135284 12 135796 11 136309 8 136822 5
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,115331 4 115844 4 116357 3 116869 5 117381 9 117894 18 118406 17 118919 12 119432 9 119945 7 120458 5 120971 4
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,115359 1
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,84705 6 85214 9 85724 12 86236 9 86748 7 87260 6 87772 5 88285 3 88794 5 89304 7 89812 11 90321 14 90830 17 91341 17 91853 16 92364 16 92875 16 93385 17 93896 16 94406 18 94917 19 95428 20 95939 21 96450 22 96962 22 97474 21 97986 20 98498 19 99010 18 99522 16 100033 13 100544 13 101054 14 101565 14 102076 14 102588 13 103100 12 103611 12 104123 11 104635 9 105146 9 105658 6 106170 3 106681 4 107192 4 107706 1
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,51987 1 52498 3 53010 3 53523 1
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,36643 4 37155 2 37667 1 38178 2 38690 1 39202 1 39713 2 40222 5 40732 8 41242 10 41753 11 42264 12 42777 10 43289 9 43801 7 44314 5 44826 3 45338 2 45850 2 46361 3 46872 4 47382 6 47894 6 48406 5 48919 2
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,25379 4 25890 9 26403 8 26915 8 27430 3
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,29478 4 29989 7 30499 9 31011 10 31523 10 32037 7
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,326481 7 326991 13 327502 16 328013 18 328523 21 329034 24 329545 27 330056 30 330567 32 331079 33 331590 36 332101 40 332611 48 333122 50 333634 52 334145 55 334656 59 335167 63 335678 66 336189 68 336701 68 337212 69 337724 70 338235 71 338746 72 339258 71 339769 70 340281 69 340792 70 341304 69 341816 38 341859 26 342328 36 342372 25 342840 34 342884 25 343352 31 343397 24 343864 28 343909 24 344376 26 344421 24 344888 26 344934 23 345400 25 345446 23 345912 24 345958 23 346424 23 346470 24 346936 20 346983 22 347451 5
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,300384 5 300894 9 301405 15 301916 19 302427 24 302938 27 303450 34 303961 37 304473 40 304985 42 305497 43 306008 46 306520 47 307032 47 307544 47 308056 47 308568 21 308596 19 309080 20 309109 18 309592 19 309622 17 310104 18 310135 16 310617 16 310648 15 311129 16 311160 15 311641 15 311673 14 312154 14 312185 14 312666 15 312698 14 313178 15 313210 14 313691 14 313722 15 314204 14 314222 1 314234 16 314716 20 314746 17 315229 19 315258 17 315742 18 315770 18 316254 19 316282 19 316767 20 316794 20 317279 21 317308 18 317792 21 317827 10 318305 20 318341 8 318817 20 318855 5 319330 19 319842 19 320355 18 320867 19 321380 18 321893 17 322406 16 322918 15 323432 10 323947 2
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,234365 5 234876 9 235387 13 235899 13 236410 15 236922 16 237434 16 237946 17 238458 17 238970 17 239482 17 239994 17 240506 17 241018 17 241531 15 242043 14 242556 12 243068 11 243581 10 244093 9 244605 9 245117 9 245629 8 246142 7 246654 6 247166 6 247679 5 248192 4 248705 3 249217 3 249729 3 250241 3 250753 3 251265 3 251777 3 252288 4 252799 5 253310 7 253821 8 254332 9 254843 9 255354 10 255863 12 256373 13 256883 14 257394 14 257906 14 258417 15 258928 16 259439 16 259951 16 260462 17 260974 17 261486 17 261998 17 262509 18 263021 18 263533 18 264044 19 264556 19 265067 20 265579 20 266091 19 266603 19 267115 18 267626 19 268138 18 268650 18 269162 18 269673 19 270185 18 270696 19 271208 19 271720 19 272231 19 272743 19 273255 19 273766 19 274278 18 274790 18 275302 17 275814 17 276325 17 276837 17 277349 17 277861 16 278373 16 278885 16 279397 15 279909 15 280422 13 280934 13 281446 12 281958 11 282470 10 282982 9 283494 9 284006 9 284518 8 285030 9 285541 10 286053 10 286565 10 287077 10 287589 10 288101 10 288613 10 289125 11 289638 10 290151 7
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,219012 4 219522 6 220033 8 220544 10 221055 11 221567 12 222078 13 222590 12 223102 12 223615 10 224127 10 224639 9 225151 9 225663 8 226176 6 226689 4 227201 3
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,327066 2 327578 3 328089 4 328602 3 329114 3 329626 3 330139 1
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,135155 7 135666 8 136178 8 136689 9 137201 9 137712 10 137726 1 138223 11 138238 1 138735 11 138750 1 139246 12 139262 1 139758 13 139774 1 140269 14 140286 1 140781 18 141292 19 141803 20 142314 21 142826 21 143337 22 143848 22 144358 23 144870 22 145381 22 145893 21 146405 21 146916 22 147428 22 147940 22 148451 23 148962 25 149473 26 149982 29 150491 32 151002 33 151513 34 152025 34 152536 35 153048 35 153559 36 154071 36 154582 37 155093 38 155604 38 156115 39 156626 40 157138 39 157650 28 157680 8 158162 26 158193 7 158673 25 158706 5 159185 24 159218 4 159696 24 159730 4 160208 23 160242 5 160719 22 160753 7 161229 22 161264 8 161739 23 161775 9 162249 24 162286 11 162759 27 162799 9 163269 29 163311 9 163780 31 163824 8 164290 33 164336 8 164801 35 164848 8 165312 37 165360 8 165823 38 165872 7 166333 41 166385 5 166844 44 166897 3 167354 47 167410 1 167866 47 168377 48 168889 47 169400 48 169911 49 170422 32 170458 14 170934 31 170972 13 171445 30 171484 14 171957 30 171997 13 172468 30 172510 13 172979 31 173022 14 173491 31 173535 13 174003 30 174047 12 174514 31 174559 12 175025 31 175072 11 175537 31 175584 10 176048 32 176096 10 176559 32 176608 10 177070 32 177119 11 177581 32 177631 11 178092 32 178143 10 178603 32 178655 10 179114 32 179167 9 179626 30 179678 9 180137 29 180190 8 180649 28 180702 7 181160 28 181214 7 181671 27 181726 6 182183 26 182238 6 182694 26 182750 5 183206 26 183262 4 183717 26 183775 1 184229 25 184741 24 185253 23 185764 22 186276 21 186788 20 187300 19 187811 19 188323 18 188835 17 189347 17 189859 16 190371 15 190884 13 191396 13 191908 12 192421 10 192933 10 193445 9 193958 7 194470 7 194982 7 195494 6 196007 4
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,261075 6 261585 11 261625 5 262096 14 262136 7 262606 19 262648 7 263117 23 263154 2 263159 9 263628 27 263661 19 264138 54 264649 55 265160 56 265672 56 266183 57 266694 58 267206 58 267717 58 268229 58 268741 57 269252 57 269764 57 270275 58 270787 58 271299 58 271811 58 272323 57 272835 57 273347 57 273859 57 274371 57 274883 57 275395 57 275907 57 276419 57 276931 57 277444 55 277956 55 278468 55 278981 54 279494 53 280007 52 280520 51 281033 50 281546 49 282079 28 282593 25 283117 13 283631 10 284144 9 284657 8 285170 6 285683 5 286197 3
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,311282 2 311793 4 312304 6 312815 8 313326 10 313837 11 314348 13 314860 13 315372 13 315884 12 316396 12 316907 12 317408 25 317916 31 318426 35 318938 36 319449 38 319960 39 320469 42 320978 45 321489 46 321999 48 322510 49 323020 51 323530 53 324041 54 324551 56 325062 57 325573 58 326085 58 326597 58 327109 58 327621 58 328133 58 328646 57 329158 57 329670 57 330183 56 330695 57 331207 57 331719 57 332230 58 332742 58 333254 58 333766 58 334278 57 334790 57 335302 57 335815 7 335823 48 336336 47 336839 56 337350 57 337862 57 338374 57 338886 57 339398 58 339909 59 340421 59 340933 59 341445 59 341957 59 342468 60 342980 14 342997 43 343492 12 343516 36 344003 11 344030 34 344515 10 344545 31 345028 8 345060 28 345540 6 345575 25 346052 5 346088 24 346565 3 346601 23 347114 22 347629 17
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,232418 2 232928 6 233439 7 233949 9 234460 10 234971 11 235482 12 235993 12 236505 12 237016 12 237528 12 238040 12 238552 12 239064 12 239576 11 240088 11 240600 11 241112 11 241624 11 242136 11 242648 11 243160 11 243672 12 244184 12 244695 12 245206 13 245718 13 246229 14 246741 14 247254 13 247766 13 248278 13 248790 13 249302 13 249814 13 250326 13 250838 14 251350 14 251862 14 252375 11 252888 8 253402 3
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,314328 8 314841 6 315354 3
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,299999 2 300510 4 301022 3
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,287734 2 288246 4 288757 6 289269 7 289781 7 290292 9 290803 10 291314 12 291826 12 292337 14 292848 15 293360 15 293872 15 294383 16 294895 16 295406 17 295918 17 296430 17 296941 18 297453 18 297964 19 298477 17 298989 17 299501 16 300013 15 300525 13 301038 11 301552 8 302067 1
1879f4f4f05e2bada0ffeb46c128b8df7a79b14c84f38c3e216a69653495153b,259670 6 260181 7 260693 8 261204 9 261715 10 262226 12 262739 10 263251 10 263764 9 264278 6
1879f4f4f05e2bada0ffeb46c128b8df7a79b14c84f38c3e216a69653495153b,272500 4 273014 1
1879f4f4f05e2bada0ffeb46c128b8df7a79b14c84f38c3e216a69653495153b,25862 13 26349 40 26856 47 27365 52 27872 59 28381 67 28891 71 29402 73 29913 75 30424 78 30935 82 31446 86 31957 89 32468 91 32979 95 33489 100 34000 103 34510 106 35021 107 35532 109 36043 111 36554 113 37065 115 37577 116 38088 119 38599 125 39110 130 39622 132 40133 134 40645 135 41156 136 41668 137 42179 139 42690 140 43202 140 43713 141 44225 141 44736 142 45248 142 45759 143 46271 144 46782 145 47294 145 47806 144 48317 145 48829 145 49341 144 49853 144 50365 144 50877 33 50913 107 51389 30 51427 105 51901 29 51940 103 52413 29 52452 102 52925 29 52963 103 53437 29 53475 103 53949 29 53985 104 54461 30 54496 105 54973 140 55485 140 55997 139 56509 139 57021 139 57533 139 58045 139 58558 137 59070 137 59582 137 60094 137 60607 136 61119 135 61632 134 62144 133 62656 133 63169 131 63681 33 63715 97 64193 33 64228 96 64705 33 64740 95 65217 33 65253 94 65730 129 66242 130 66755 129 67268 128 67781 127 68294 126 68807 125 69320 124 69833 124 70345 124 70858 122 71370 122 71882 122 72395 120 72907 120 73419 119 73931 119 74443 118 74956 117 75468 116 75980 116 76492 115 77005 113 77517 21 77542 88 78029 20 78055 86 78541 21 78565 88 79054 20 79076 89 79566 110 80078 110 80590 110 81103 108 81615 108 82128 107 82641 105 83153 105 83665 105 84178 103 84690 103 85203 102 85715 101 86228 100 86741 98 87253 97 87766 95 88279 94 88792 92 89306 89 89822 84 90340 78 90853 76 91365 75 91878 73 92391 71 92904 69 93417 67 93930 65 94443 63 94958 58 95472 54 95985 52 96498 50 97012 45 97528 38 98042 34 98556 31 99070 16 99089 8 99586 9
1879f4f4f05e2bada0ffeb46c128b8df7a79b14c84f38c3e216a69653495153b,148808 17 149318 22 149829 26 150340 28 150850 33 151361 39 151422 8 151872 44 151926 20 152383 49 152435 25 152895 78 153406 81 153917 84 154429 85 154940 88 155452 89 155964 90 156475 93 156987 94 157498 95 158010 96 158522 96 159034 96 159546 97 160058 98 160570 98 161082 98 161594 98 162106 99 162618 99 163130 99 163642 100 164154 100 164666 100 165178 100 165690 101 166202 102 166714 102 167225 104 167737 104 168249 105 168761 105 169272 106 169784 107 170296 107 170808 108 171319 109 171831 109 172342 110 172854 110 173366 110 173878 110 174390 110 174902 110 175414 110 175926 110 176438 109 176950 109 177462 109 177974 109 178486 109 178998 108 179510 108 180022 108 180534 108 181046 108 181557 109 182069 108 182581 108 183093 108 183605 108 184117 108 184629 108 185141 108 185653 108 186166 107 186678 107 187191 106 187704 105 188216 105 188729 104 189241 104 189754 103 190267 102 190780 101 191292 100 191805 99 192317 99 192829 98 193342 97 193854 96 194367 95 194880 94 195392 93 195905 92 196417 91 196930 90 197442 89 197955 88 198468 86 198981 85 199494 84 200008 81 200521 80 201034 79 201547 78 202061 75 202576 72 203090 70 203603 68 204117 66 204631 63 205144 60 205657 58 206170 56 206683 54 207195 53 207708 49 208221 37 208261 3 208734 32 209247 28 209761 19 210277 8
1879f4f4f05e2bada0ffeb46c128b8df7a79b14c84f38c3e216a69653495153b,87953 9 88463 13 88973 16 89482 21 89992 25 90502 29 91013 31 91525 31 92035 34 92546 35 93057 37 93569 37 94080 39 94591 40 95102 42 95613 43 96124 45 96636 45 97147 47 97659 47 98170 49 98681 50 99193 51 99705 51 100217 51 100728 53 101240 53 101752 53 102263 54 102774 55 103285 56 103797 56 104308 57 104819 58 105331 58 105842 59 106354 60 106865 61 107377 61 107888 62 108400 62 108911 64 109423 64 109934 65 110446 65 110958 64 111469 65 111981 65 112493 65 113005 65 113517 64 114029 64 114541 63 115053 63 115565 62 116077 61 116589 61 117101 61 117613 60 118126 59 118638 59 119150 58 119663 57 120176 56 120689 55 121201 55 121714 54 122226 54 122739 54 123252 53 123765 52 124277 52 124790 51 125303 50 125816 49 126328 49 126841 48 127353 48 127865 47 128378 46 128891 44 129403 44 129916 42 130429 41 130942 38 131455 35 131968 33 132481 31 132994 28 133509 22 134029 5 134035 6
1879f4f4f05e2bada0ffeb46c128b8df7a79b14c84f38c3e216a69653495153b,42890 3 43398 10 43907 15 44412 24 44921 27 45431 30 45942 32 46453 34 46964 36 47475 38 47987 39 48030 1 48498 41 48540 5 49010 48 49521 50 50033 50 50545 51 51057 51 51568 52 52080 52 52592 52 53104 53 53616 53 54128 53 54640 54 55151 55 55663 55 56175 56 56687 56 57199 57 57711 57 58224 56 58736 56 59248 56 59760 56 60273 55 60785 54 61298 53 61811 51 62324 50 62837 48 63350 47 63864 44 64377 42 64890 39 65403 37 65917 34 66435 26 66952 19 67467 13
191b2b2205f2f5cc9da04702c5d422bc249faf8bca1107af792da63cccfba829,24855 3 25111 5 25367 5
191b2b2205f2f5cc9da04702c5d422bc249faf8bca1107af792da63cccfba829,37149 6 37403 10 37658 11 37913 13 38169 14 38424 15 38679 16 38935 16 39191 16 39447 16 39703 16 39959 16 40215 16 40471 16 40727 16 40984 15 41240 15 41497 13 41753 13 42010 11 42267 9 42525 5
191b2b2205f2f5cc9da04702c5d422bc249faf8bca1107af792da63cccfba829,36677 2 36932 5 37187 6 37443 6 37699 6 37957 3
